2022-01-24 13:02:11.041439 ; Session        ; Debug       ; Session log loaded as 'C:\Users\seokchoi\source\repos\Oscilloscope\Oscilloscope\bin\Release\SessionLogs\tap 2022-01-24 13-02-09.txt'. [17.0 ms]
2022-01-24 13:03:02.302988 ; package        ; Debug       ; Decompressed C:/Users/seokchoi/source/repos/Oscilloscope/Oscilloscope/bin/Release/Packages/SDK/Examples/PluginDevelopment/TestSteps/PublishResults/SingleNameValuePair.cs [3.01 ms]
2022-01-24 13:03:02.307990 ; package        ; Debug       ; Decompressed C:/Users/seokchoi/source/repos/Oscilloscope/Oscilloscope/bin/Release/Packages/SDK/Examples/PluginDevelopment/TestSteps/Step Execution/AbortsTheTestPlan.cs [4.70 ms]
2022-01-24 13:03:02.310984 ; package        ; Debug       ; Decompressed C:/Users/seokchoi/source/repos/Oscilloscope/Oscilloscope/bin/Release/Packages/SDK/Examples/PluginDevelopment/TestSteps/Step Execution/AccessingComponentSettings.cs [3.23 ms]
2022-01-24 13:03:02.314987 ; package        ; Debug       ; Decompressed C:/Users/seokchoi/source/repos/Oscilloscope/Oscilloscope/bin/Release/Packages/SDK/Examples/PluginDevelopment/TestSteps/Step Execution/DeferTaskStep.cs [3.05 ms]
2022-01-24 13:03:02.317985 ; package        ; Debug       ; Decompressed C:/Users/seokchoi/source/repos/Oscilloscope/Oscilloscope/bin/Release/Packages/SDK/Examples/PluginDevelopment/TestSteps/Step Execution/LogMessages.cs [3.38 ms]
2022-01-24 13:03:02.320984 ; package        ; Debug       ; Decompressed C:/Users/seokchoi/source/repos/Oscilloscope/Oscilloscope/bin/Release/Packages/SDK/Examples/PluginDevelopment/TestSteps/Step Execution/OfferBreakExample.cs [2.74 ms]
2022-01-24 13:03:02.325992 ; package        ; Debug       ; Decompressed C:/Users/seokchoi/source/repos/Oscilloscope/Oscilloscope/bin/Release/Packages/SDK/Examples/PluginDevelopment/TestSteps/Step Execution/SetVerdict.cs [5.07 ms]
2022-01-24 13:03:02.330984 ; package        ; Debug       ; Decompressed C:/Users/seokchoi/source/repos/Oscilloscope/Oscilloscope/bin/Release/Packages/SDK/Examples/PluginDevelopment/TestSteps/Step Settings/EnabledCheckBoxes.cs [4.61 ms]
2022-01-24 13:03:02.332984 ; package        ; Debug       ; Decompressed C:/Users/seokchoi/source/repos/Oscilloscope/Oscilloscope/bin/Release/Packages/SDK/Examples/PluginDevelopment/TestSteps/Step Settings/ListOfObjects.cs [2.70 ms]
2022-01-24 13:03:02.336986 ; package        ; Debug       ; Decompressed C:/Users/seokchoi/source/repos/Oscilloscope/Oscilloscope/bin/Release/Packages/SDK/Examples/PluginDevelopment/TestSteps/Step Settings/ReadOnlyListExample.cs [3.49 ms]
2022-01-24 13:03:02.339985 ; package        ; Debug       ; Decompressed C:/Users/seokchoi/source/repos/Oscilloscope/Oscilloscope/bin/Release/Packages/SDK/Examples/PluginDevelopment/TestSteps/Step Settings/RuleValidation.cs [2.56 ms]
2022-01-24 13:03:02.343986 ; package        ; Debug       ; Decompressed C:/Users/seokchoi/source/repos/Oscilloscope/Oscilloscope/bin/Release/Packages/SDK/Examples/PluginDevelopment.Gui/PluginDevelopment.Gui.csproj [4.40 ms]
2022-01-24 13:03:02.352987 ; package        ; Debug       ; Decompressed C:/Users/seokchoi/source/repos/Oscilloscope/Oscilloscope/bin/Release/Packages/SDK/Examples/PluginDevelopment.Gui/Properties/AssemblyInfo.cs [9.30 ms]
2022-01-24 13:03:02.355984 ; package        ; Debug       ; Decompressed C:/Users/seokchoi/source/repos/Oscilloscope/Oscilloscope/bin/Release/Packages/SDK/Examples/PluginDevelopment.Gui/Properties/launchSettings.json [2.92 ms]
2022-01-24 13:03:02.361986 ; package        ; Debug       ; Decompressed C:/Users/seokchoi/source/repos/Oscilloscope/Oscilloscope/bin/Release/Packages/SDK/Examples/PluginDevelopment.Gui/GUI/CustomControlProvider.cs [5.62 ms]
2022-01-24 13:03:02.364988 ; package        ; Debug       ; Decompressed C:/Users/seokchoi/source/repos/Oscilloscope/Oscilloscope/bin/Release/Packages/SDK/Examples/PluginDevelopment.Gui/GUI/DockablePanel.cs [3.17 ms]
2022-01-24 13:03:02.368985 ; package        ; Debug       ; Decompressed C:/Users/seokchoi/source/repos/Oscilloscope/Oscilloscope/bin/Release/Packages/SDK/Examples/PluginDevelopment.Gui/GUI/ResultXYChartExample.cs [3.15 ms]
2022-01-24 13:03:02.370985 ; package        ; Debug       ; Decompressed C:/Users/seokchoi/source/repos/Oscilloscope/Oscilloscope/bin/Release/Packages/SDK/Examples/PluginDevelopment.Gui/GUI/ToolsMenu.cs [2.52 ms]
2022-01-24 13:03:02.378987 ; package        ; Debug       ; Decompressed C:/Users/seokchoi/source/repos/Oscilloscope/Oscilloscope/bin/Release/Packages/SDK/Examples/TestPlanExecution/BuildTestPlan.Api/BuildTestPlan.Api.csproj [7.67 ms]
2022-01-24 13:03:02.381984 ; package        ; Debug       ; Decompressed C:/Users/seokchoi/source/repos/Oscilloscope/Oscilloscope/bin/Release/Packages/SDK/Examples/TestPlanExecution/BuildTestPlan.Api/Program.cs [2.69 ms]
2022-01-24 13:03:02.385985 ; package        ; Debug       ; Decompressed C:/Users/seokchoi/source/repos/Oscilloscope/Oscilloscope/bin/Release/Packages/SDK/Examples/TestPlanExecution/BuildTestPlan.Api/Properties/AssemblyInfo.cs [4.46 ms]
2022-01-24 13:03:02.390988 ; package        ; Debug       ; Decompressed C:/Users/seokchoi/source/repos/Oscilloscope/Oscilloscope/bin/Release/Packages/SDK/Examples/TestPlanExecution/RunTestPlan.Api/Program.cs [4.61 ms]
2022-01-24 13:03:02.393986 ; package        ; Debug       ; Decompressed C:/Users/seokchoi/source/repos/Oscilloscope/Oscilloscope/bin/Release/Packages/SDK/Examples/TestPlanExecution/RunTestPlan.Api/RunTestPlan.Api.csproj [3.42 ms]
2022-01-24 13:03:02.399990 ; package        ; Debug       ; Decompressed C:/Users/seokchoi/source/repos/Oscilloscope/Oscilloscope/bin/Release/Packages/SDK/Examples/TestPlanExecution/RunTestPlan.Api/Properties/AssemblyInfo.cs [5.34 ms]
2022-01-24 13:03:02.432986 ; package        ; Debug       ; Decompressed C:/Users/seokchoi/source/repos/Oscilloscope/Oscilloscope/bin/Release/Dependencies/Microsoft.Build.Utilities.Core.15.1.0.0/Microsoft.Build.Utilities.Core.dll [33.2 ms]
2022-01-24 13:03:02.444986 ; package        ; Debug       ; Decompressed C:/Users/seokchoi/source/repos/Oscilloscope/Oscilloscope/bin/Release/Dependencies/Microsoft.Build.Framework.15.1.0.0/Microsoft.Build.Framework.dll [11.9 ms]
2022-01-24 13:03:02.564986 ; package        ; Debug       ; Decompressed C:/Users/seokchoi/source/repos/Oscilloscope/Oscilloscope/bin/Release/Dependencies/Microsoft.Build.15.1.0.0/Microsoft.Build.dll [120 ms]
2022-01-24 13:03:02.582989 ; package        ; Debug       ; Decompressed C:/Users/seokchoi/source/repos/Oscilloscope/Oscilloscope/bin/Release/Dependencies/System.Threading.Tasks.Dataflow.4.5.24.0/System.Threading.Tasks.Dataflow.dll [17.5 ms]
2022-01-24 13:03:02.587982 ; package        ; Debug       ; Decompressed C:/Users/seokchoi/source/repos/Oscilloscope/Oscilloscope/bin/Release/Dependencies/System.Runtime.4.1.2.0/System.Runtime.dll [4.88 ms]
2022-01-24 13:03:02.594987 ; package        ; Debug       ; Decompressed C:/Users/seokchoi/source/repos/Oscilloscope/Oscilloscope/bin/Release/Dependencies/System.Threading.Tasks.4.0.11.0/System.Threading.Tasks.dll [7.53 ms]
2022-01-24 13:03:02.602986 ; package        ; Debug       ; Decompressed C:/Users/seokchoi/source/repos/Oscilloscope/Oscilloscope/bin/Release/Dependencies/System.Diagnostics.Tracing.4.2.0.0/System.Diagnostics.Tracing.dll [7.31 ms]
2022-01-24 13:03:02.611986 ; package        ; Debug       ; Decompressed C:/Users/seokchoi/source/repos/Oscilloscope/Oscilloscope/bin/Release/Dependencies/System.Collections.Concurrent.4.0.11.0/System.Collections.Concurrent.dll [9.00 ms]
2022-01-24 13:03:02.618985 ; package        ; Debug       ; Decompressed C:/Users/seokchoi/source/repos/Oscilloscope/Oscilloscope/bin/Release/Dependencies/System.Dynamic.Runtime.4.0.11.0/System.Dynamic.Runtime.dll [7.39 ms]
2022-01-24 13:03:02.625987 ; package        ; Debug       ; Decompressed C:/Users/seokchoi/source/repos/Oscilloscope/Oscilloscope/bin/Release/Dependencies/System.Collections.4.0.11.0/System.Collections.dll [6.88 ms]
2022-01-24 13:03:02.632986 ; package        ; Debug       ; Decompressed C:/Users/seokchoi/source/repos/Oscilloscope/Oscilloscope/bin/Release/Dependencies/System.Threading.4.0.11.0/System.Threading.dll [6.48 ms]
2022-01-24 13:03:02.639989 ; package        ; Debug       ; Decompressed C:/Users/seokchoi/source/repos/Oscilloscope/Oscilloscope/bin/Release/Dependencies/System.Resources.ResourceManager.4.0.1.0/System.Resources.ResourceManager.dll [7.20 ms]
2022-01-24 13:03:02.646982 ; package        ; Debug       ; Decompressed C:/Users/seokchoi/source/repos/Oscilloscope/Oscilloscope/bin/Release/Dependencies/System.Globalization.4.0.11.0/System.Globalization.dll [6.57 ms]
2022-01-24 13:03:02.653984 ; package        ; Debug       ; Decompressed C:/Users/seokchoi/source/repos/Oscilloscope/Oscilloscope/bin/Release/Dependencies/System.Diagnostics.Debug.4.0.11.0/System.Diagnostics.Debug.dll [7.18 ms]
2022-01-24 13:03:02.659984 ; package        ; Debug       ; Decompressed C:/Users/seokchoi/source/repos/Oscilloscope/Oscilloscope/bin/Release/Dependencies/System.Runtime.Extensions.4.1.2.0/System.Runtime.Extensions.dll [6.16 ms]
2022-01-24 13:03:02.665986 ; package        ; Debug       ; Decompressed C:/Users/seokchoi/source/repos/Oscilloscope/Oscilloscope/bin/Release/Dependencies/System.Linq.4.1.2.0/System.Linq.dll [5.55 ms]
2022-01-24 13:03:02.675987 ; package        ; Debug       ; Decompressed C:/Users/seokchoi/source/repos/Oscilloscope/Oscilloscope/bin/Release/Dependencies/System.Diagnostics.Tools.4.0.1.0/System.Diagnostics.Tools.dll [9.82 ms]
2022-01-24 13:03:02.682986 ; package        ; Debug       ; Decompressed C:/Users/seokchoi/source/repos/Oscilloscope/Oscilloscope/bin/Release/Dependencies/System.Reflection.4.1.2.0/System.Reflection.dll [7.00 ms]
2022-01-24 13:03:02.685984 ; package        ; Debug       ; Decompressed C:/Users/seokchoi/source/repos/Oscilloscope/Oscilloscope/bin/Release/Packages/SDK/package.xml [3.35 ms]
2022-01-24 13:03:02.713987 ; Package        ; Debug       ; Found no custom actions to run at 'install' stage.
2022-01-24 13:03:02.713987 ; Installer      ; Information ; Installed SDK version 9.16.4+654f0b6b [914 ms]
2022-01-24 13:03:02.714984 ; Installer      ; Information ; Installing C:\Users\seokchoi\source\repos\Oscilloscope\Oscilloscope\bin\Release\PackageCache\Visual Studio SDK.1.2.2+ebf9ebe5.TapPackage
2022-01-24 13:03:02.726990 ; package        ; Debug       ; Decompressed C:/Users/seokchoi/source/repos/Oscilloscope/Oscilloscope/bin/Release/Packages/Visual Studio SDK/OpenTap.VSSdk.Debugger.dll [8.08 ms]
2022-01-24 13:03:02.735982 ; package        ; Debug       ; Decompressed C:/Users/seokchoi/source/repos/Oscilloscope/Oscilloscope/bin/Release/Packages/Visual Studio SDK/Install/OpenTap.VSSdk.vsix [8.78 ms]
2022-01-24 13:03:02.741982 ; package        ; Debug       ; Decompressed C:/Users/seokchoi/source/repos/Oscilloscope/Oscilloscope/bin/Release/Packages/Visual Studio SDK/Install/OpenTap.VSSdk.Installer.dll [6.56 ms]
2022-01-24 13:03:02.762985 ; package        ; Debug       ; Decompressed C:/Users/seokchoi/source/repos/Oscilloscope/Oscilloscope/bin/Release/Dependencies/EnvDTE.8.0.0.0/EnvDTE.dll [20.5 ms]
2022-01-24 13:03:02.771988 ; package        ; Debug       ; Decompressed C:/Users/seokchoi/source/repos/Oscilloscope/Oscilloscope/bin/Release/Dependencies/stdole.7.0.3300.0/stdole.dll [8.84 ms]
2022-01-24 13:03:02.775988 ; package        ; Debug       ; Decompressed C:/Users/seokchoi/source/repos/Oscilloscope/Oscilloscope/bin/Release/Packages/Visual Studio SDK/package.xml [4.40 ms]
2022-01-24 13:03:02.776985 ; Plugin         ; Information ; Starting install step 'tap.exe sdk vs-integration --install'
2022-01-24 13:03:05.268785 ; Session        ; Debug       ; Session log loaded as 'C:\Users\seokchoi\source\repos\Oscilloscope\Oscilloscope\bin\Release\SessionLogs\tap 2022-01-24 13-03-02.txt'. [12.4 ms]
2022-01-24 13:03:05.268785 ; Session        ; Debug       ; Running '"C:\Users\seokchoi\source\repos\Oscilloscope\Oscilloscope\bin\Release\tap.exe" sdk vs-integration --install --verbose ' in 'C:\Users\seokchoi\source\repos\Oscilloscope\Oscilloscope\bin\Release'.
2022-01-24 13:03:05.268785 ; Session        ; Debug       ; Microsoft Windows 10.0.19042 X64
2022-01-24 13:03:05.268785 ; Session        ; Debug       ; .NET Framework 4.8.4420.0
2022-01-24 13:03:05.268785 ; Resolver       ; Debug       ; Found 9/42 assembly files. [38.9 ms]
2022-01-24 13:03:05.268785 ; Session        ; Debug       ; OpenTAP Engine 9.16.4+654f0b6b X64
2022-01-24 13:03:05.268785 ; Resolver       ; Debug       ; Found match for System.Reflection.Metadata, Version=1.4.3.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a in C:\Users\seokchoi\source\repos\Oscilloscope\Oscilloscope\bin\Release\Dependencies\System.Reflection.Metadata.1.4.3.0\System.Reflection.Metadata.dll
2022-01-24 13:03:05.268785 ; Resolver       ; Debug       ; Found match for System.Collections.Immutable, Version=1.2.1.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a in C:\Users\seokchoi\source\repos\Oscilloscope\Oscilloscope\bin\Release\Dependencies\System.Collections.Immutable.1.2.3.0\System.Collections.Immutable.dll
2022-01-24 13:03:05.268785 ; Searcher       ; Debug       ; Ordered 9 assemblies according to references. [494 ms]
2022-01-24 13:03:05.453367 ; PluginManager  ; Debug       ; Loaded OpenTap. [878 us]
2022-01-24 13:03:05.453367 ; Settings       ; Debug       ; No settings file exists for EngineSettings. A new instance with default values has been created. [10.4 ms]
2022-01-24 13:03:05.453367 ; Session        ; Debug       ; Session log loaded as 'C:\Users\seokchoi\source\repos\Oscilloscope\Oscilloscope\bin\Release\SessionLogs\SessionLog 2022-01-24 13-03-02.txt'. [8.86 ms]
2022-01-24 13:03:05.563369 ; PluginManager  ; Debug       ; Loaded OpenTap.VSSdk.Installer. [21.1 ms]
2022-01-24 13:03:05.563369 ; PluginManager  ; Debug       ; Loaded OpenTap.Plugins.BasicSteps. [7.04 ms]
2022-01-24 13:03:05.651371 ; PluginManager  ; Debug       ; Loaded mscorlib. [800 ns]
2022-01-24 13:03:05.651371 ; CLI            ; Debug       ; Executing CLI action: sdk \ vs-integration
2022-01-24 13:03:05.651371 ; CLI            ; Debug       ; CLI action returned exit code: 0 [2.09 ms]
2022-01-24 13:03:05.682370 ; Plugin         ; Information ; Succesfully ran install step  'tap.exe sdk vs-integration --install'.  [2.90 s]
2022-01-24 13:03:05.682370 ; Package        ; Debug       ; Found no custom actions to run at 'install' stage.
2022-01-24 13:03:05.682370 ; Installer      ; Information ; Installed Visual Studio SDK version 1.2.2+ebf9ebe5 [2.96 s]
2022-01-24 13:03:05.682370 ; Installer      ; Information ; Installing C:\Users\seokchoi\source\repos\Oscilloscope\Oscilloscope\bin\Release\PackageCache\Keysight Fixed Licensing.1.4.1+e5816333.TapPackage
2022-01-24 13:03:05.706368 ; package        ; Debug       ; Decompressed C:/Users/seokchoi/source/repos/Oscilloscope/Oscilloscope/bin/Release/Dependencies/Keysight.Ccl.Licensing.Api.5.3.2.19/Keysight.Ccl.Licensing.Api.dll [21.1 ms]
2022-01-24 13:03:05.711369 ; package        ; Debug       ; Decompressed C:/Users/seokchoi/source/repos/Oscilloscope/Oscilloscope/bin/Release/Packages/Keysight Fixed Licensing/package.xml [4.55 ms]
2022-01-24 13:03:05.711369 ; Package        ; Debug       ; Found no custom actions to run at 'install' stage.
2022-01-24 13:03:05.711369 ; Installer      ; Information ; Installed Keysight Fixed Licensing version 1.4.1+e5816333 [29.1 ms]
2022-01-24 13:03:05.711369 ; Installer      ; Information ; Installing C:\Users\seokchoi\source\repos\Oscilloscope\Oscilloscope\bin\Release\PackageCache\SQLite and PostgreSQL.9.4.2+3009aace.TapPackage
2022-01-24 13:03:05.742368 ; package        ; Debug       ; Decompressed C:/Users/seokchoi/source/repos/Oscilloscope/Oscilloscope/bin/Release/Packages/SQLite and PostgreSQL/Keysight.OpenTap.Plugins.ResultListener.SqlDatabase.dll [25.0 ms]
2022-01-24 13:03:05.759369 ; package        ; Debug       ; Decompressed C:/Users/seokchoi/source/repos/Oscilloscope/Oscilloscope/bin/Release/Packages/SQLite and PostgreSQL/Keysight.OpenTap.Plugins.ResultListener.SQLite.dll [15.9 ms]
2022-01-24 13:03:05.776369 ; package        ; Debug       ; Decompressed C:/Users/seokchoi/source/repos/Oscilloscope/Oscilloscope/bin/Release/Packages/SQLite and PostgreSQL/Keysight.OpenTap.Plugins.ResultListener.PostgreSQL.dll [17.5 ms]
2022-01-24 13:03:05.868368 ; package        ; Debug       ; Decompressed C:/Users/seokchoi/source/repos/Oscilloscope/Oscilloscope/bin/Release/x86/SQLite.Interop.dll [91.7 ms]
2022-01-24 13:03:05.982367 ; package        ; Debug       ; Decompressed C:/Users/seokchoi/source/repos/Oscilloscope/Oscilloscope/bin/Release/x64/SQLite.Interop.dll [113 ms]
2022-01-24 13:03:06.007366 ; package        ; Debug       ; Decompressed C:/Users/seokchoi/source/repos/Oscilloscope/Oscilloscope/bin/Release/Dependencies/System.Data.SQLite.1.0.109.0/System.Data.SQLite.dll [25.0 ms]
2022-01-24 13:03:06.058366 ; package        ; Debug       ; Decompressed C:/Users/seokchoi/source/repos/Oscilloscope/Oscilloscope/bin/Release/Dependencies/Npgsql.4.0.4.0/Npgsql.dll [51.2 ms]
2022-01-24 13:03:06.067367 ; package        ; Debug       ; Decompressed C:/Users/seokchoi/source/repos/Oscilloscope/Oscilloscope/bin/Release/Dependencies/System.Threading.Tasks.Extensions.4.2.0.0/System.Threading.Tasks.Extensions.dll [8.45 ms]
2022-01-24 13:03:06.076367 ; package        ; Debug       ; Decompressed C:/Users/seokchoi/source/repos/Oscilloscope/Oscilloscope/bin/Release/Dependencies/System.Runtime.CompilerServices.Unsafe.4.0.4.0/System.Runtime.CompilerServices.Unsafe.dll [8.81 ms]
2022-01-24 13:03:06.081366 ; package        ; Debug       ; Decompressed C:/Users/seokchoi/source/repos/Oscilloscope/Oscilloscope/bin/Release/Dependencies/System.Runtime.4.1.2.0/System.Runtime.dll [5.02 ms]
2022-01-24 13:03:06.083369 ; package        ; Debug       ; Decompressed C:/Users/seokchoi/source/repos/Oscilloscope/Oscilloscope/bin/Release/Packages/SQLite and PostgreSQL/package.xml [2.54 ms]
2022-01-24 13:03:06.084367 ; Package        ; Debug       ; Found no custom actions to run at 'install' stage.
2022-01-24 13:03:06.084367 ; Installer      ; Information ; Installed SQLite and PostgreSQL version 9.4.2+3009aace [372 ms]
2022-01-24 13:03:06.084367 ; Installer      ; Information ; Installing C:\Users\seokchoi\source\repos\Oscilloscope\Oscilloscope\bin\Release\PackageCache\CSV.9.11.0+98498e58.Windows,Linux.TapPackage
2022-01-24 13:03:06.097370 ; package        ; Debug       ; Decompressed C:/Users/seokchoi/source/repos/Oscilloscope/Oscilloscope/bin/Release/Packages/CSV/Csv.dll [9.67 ms]
2022-01-24 13:03:06.100368 ; package        ; Debug       ; Decompressed C:/Users/seokchoi/source/repos/Oscilloscope/Oscilloscope/bin/Release/Packages/CSV/package.xml [2.94 ms]
2022-01-24 13:03:06.100368 ; Package        ; Debug       ; Found no custom actions to run at 'install' stage.
2022-01-24 13:03:06.100368 ; Installer      ; Information ; Installed CSV version 9.11.0+98498e58 [16.1 ms]
2022-01-24 13:03:06.100368 ; Installer      ; Information ; Installing C:\Users\seokchoi\source\repos\Oscilloscope\Oscilloscope\bin\Release\PackageCache\Keysight Floating Licensing.1.4.1+e5816333.TapPackage
2022-01-24 13:03:06.199368 ; package        ; Debug       ; Decompressed C:/Users/seokchoi/source/repos/Oscilloscope/Oscilloscope/bin/Release/Dependencies/x64/Keysight.Tap.Library.dll [95.8 ms]
2022-01-24 13:03:06.285366 ; package        ; Debug       ; Decompressed C:/Users/seokchoi/source/repos/Oscilloscope/Oscilloscope/bin/Release/Dependencies/x64/Keysight.Tap.Library.v9.dll [86.8 ms]
2022-01-24 13:03:06.361370 ; package        ; Debug       ; Decompressed C:/Users/seokchoi/source/repos/Oscilloscope/Oscilloscope/bin/Release/Dependencies/x86/Keysight.Tap.Library.dll [76.0 ms]
2022-01-24 13:03:06.426367 ; package        ; Debug       ; Decompressed C:/Users/seokchoi/source/repos/Oscilloscope/Oscilloscope/bin/Release/Dependencies/x86/Keysight.Tap.Library.v9.dll [64.0 ms]
2022-01-24 13:03:06.430368 ; package        ; Debug       ; Decompressed C:/Users/seokchoi/source/repos/Oscilloscope/Oscilloscope/bin/Release/Packages/Keysight Floating Licensing/package.xml [4.55 ms]
2022-01-24 13:03:06.430368 ; Package        ; Debug       ; Found no custom actions to run at 'install' stage.
2022-01-24 13:03:06.431371 ; Installer      ; Information ; Installed Keysight Floating Licensing version 1.4.1+e5816333 [330 ms]
2022-01-24 13:03:06.431371 ; Installer      ; Information ; Installing C:\Users\seokchoi\source\repos\Oscilloscope\Oscilloscope\bin\Release\PackageCache\WPF Controls.9.16.5+1527f98a.TapPackage
2022-01-24 13:03:06.538367 ; package        ; Debug       ; Decompressed C:/Users/seokchoi/source/repos/Oscilloscope/Oscilloscope/bin/Release/Packages/WPF Controls/Keysight.OpenTap.Wpf.dll [100 ms]
2022-01-24 13:03:06.548367 ; package        ; Debug       ; Decompressed C:/Users/seokchoi/source/repos/Oscilloscope/Oscilloscope/bin/Release/Dependencies/System.4.0.0.0/System.dll [10.4 ms]
2022-01-24 13:03:06.740367 ; package        ; Debug       ; Decompressed C:/Users/seokchoi/source/repos/Oscilloscope/Oscilloscope/bin/Release/Dependencies/Keysight.Ccl.Wsl.4.0.1.9/Keysight.Ccl.Wsl.dll [191 ms]
2022-01-24 13:03:06.758368 ; package        ; Debug       ; Decompressed C:/Users/seokchoi/source/repos/Oscilloscope/Oscilloscope/bin/Release/Dependencies/EnvDTE.8.0.0.0/EnvDTE.dll [17.3 ms]
2022-01-24 13:03:06.779366 ; package        ; Debug       ; Decompressed C:/Users/seokchoi/source/repos/Oscilloscope/Oscilloscope/bin/Release/Dependencies/Keysight.Ccl.Licensing.Api.5.3.2.19/Keysight.Ccl.Licensing.Api.dll [21.3 ms]
2022-01-24 13:03:06.839425 ; package        ; Debug       ; Decompressed C:/Users/seokchoi/source/repos/Oscilloscope/Oscilloscope/bin/Release/Dependencies/MahApps.Metro.1.3.0.0/MahApps.Metro.dll [59.2 ms]
2022-01-24 13:03:06.849425 ; package        ; Debug       ; Decompressed C:/Users/seokchoi/source/repos/Oscilloscope/Oscilloscope/bin/Release/Dependencies/System.Windows.Interactivity.4.5.0.0/System.Windows.Interactivity.dll [10.2 ms]
2022-01-24 13:03:06.862424 ; package        ; Debug       ; Decompressed C:/Users/seokchoi/source/repos/Oscilloscope/Oscilloscope/bin/Release/Dependencies/Microsoft.Expression.Interactions.4.5.0.0/Microsoft.Expression.Interactions.dll [13.3 ms]
2022-01-24 13:03:06.867423 ; package        ; Debug       ; Decompressed C:/Users/seokchoi/source/repos/Oscilloscope/Oscilloscope/bin/Release/Dependencies/stdole.7.0.3300.0/stdole.dll [4.79 ms]
2022-01-24 13:03:06.870425 ; package        ; Debug       ; Decompressed C:/Users/seokchoi/source/repos/Oscilloscope/Oscilloscope/bin/Release/Packages/WPF Controls/package.xml [2.63 ms]
2022-01-24 13:03:06.870425 ; Package        ; Debug       ; Found no custom actions to run at 'install' stage.
2022-01-24 13:03:06.871438 ; Installer      ; Information ; Installed WPF Controls version 9.16.5+1527f98a [440 ms]
2022-01-24 13:03:06.871438 ; Installer      ; Information ; Installing C:\Users\seokchoi\source\repos\Oscilloscope\Oscilloscope\bin\Release\PackageCache\OSIntegration.1.4.0+c70929ac.TapPackage
2022-01-24 13:03:06.886425 ; package        ; Debug       ; Decompressed C:/Users/seokchoi/source/repos/Oscilloscope/Oscilloscope/bin/Release/Packages/OSIntegration/OpenTap.OSIntegration.Windows.dll [7.74 ms]
2022-01-24 13:03:06.889423 ; package        ; Debug       ; Decompressed C:/Users/seokchoi/source/repos/Oscilloscope/Oscilloscope/bin/Release/Packages/OSIntegration/package.xml [2.78 ms]
2022-01-24 13:03:06.889423 ; Plugin         ; Information ; Starting install step 'tap.exe path register'
2022-01-24 13:03:09.805242 ; Session        ; Debug       ; Session log loaded as 'C:\Users\seokchoi\source\repos\Oscilloscope\Oscilloscope\bin\Release\SessionLogs\tap 2022-01-24 13-03-06.txt'. [18.8 ms]
2022-01-24 13:03:09.805242 ; Session        ; Debug       ; Running '"C:\Users\seokchoi\source\repos\Oscilloscope\Oscilloscope\bin\Release\tap.exe" path register --verbose ' in 'C:\Users\seokchoi\source\repos\Oscilloscope\Oscilloscope\bin\Release'.
2022-01-24 13:03:09.805242 ; Session        ; Debug       ; Microsoft Windows 10.0.19042 X64
2022-01-24 13:03:09.805242 ; Session        ; Debug       ; .NET Framework 4.8.4420.0
2022-01-24 13:03:09.805242 ; Session        ; Debug       ; OpenTAP Engine 9.16.4+654f0b6b X64
2022-01-24 13:03:09.805242 ; Resolver       ; Debug       ; Found 17/64 assembly files. [99.5 ms]
2022-01-24 13:03:09.805242 ; Resolver       ; Debug       ; Found match for System.Reflection.Metadata, Version=1.4.3.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a in C:\Users\seokchoi\source\repos\Oscilloscope\Oscilloscope\bin\Release\Dependencies\System.Reflection.Metadata.1.4.3.0\System.Reflection.Metadata.dll
2022-01-24 13:03:09.805242 ; Resolver       ; Debug       ; Found match for System.Collections.Immutable, Version=1.2.1.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a in C:\Users\seokchoi\source\repos\Oscilloscope\Oscilloscope\bin\Release\Dependencies\System.Collections.Immutable.1.2.3.0\System.Collections.Immutable.dll
2022-01-24 13:03:09.805242 ; Searcher       ; Debug       ; Ordered 15 assemblies according to references. [780 ms]
2022-01-24 13:03:10.007244 ; PluginManager  ; Debug       ; Loaded OpenTap. [993 us]
2022-01-24 13:03:10.007244 ; PluginManager  ; Debug       ; Loaded Keysight.OpenTap.Wpf. [15.7 ms]
2022-01-24 13:03:10.007244 ; Settings       ; Debug       ; No settings file exists for EngineSettings. A new instance with default values has been created. [15.0 ms]
2022-01-24 13:03:10.119246 ; Session        ; Debug       ; Session log loaded as 'C:\Users\seokchoi\source\repos\Oscilloscope\Oscilloscope\bin\Release\SessionLogs\SessionLog 2022-01-24 13-03-06.txt'. [13.7 ms]
2022-01-24 13:03:10.119246 ; PluginManager  ; Debug       ; Loaded OpenTap.OSIntegration.Windows. [11.8 ms]
2022-01-24 13:03:10.229243 ; PluginManager  ; Debug       ; Loaded OpenTap.Plugins.BasicSteps. [11.9 ms]
2022-01-24 13:03:10.324244 ; PluginManager  ; Debug       ; Loaded mscorlib. [800 ns]
2022-01-24 13:03:10.324244 ; CLI            ; Debug       ; Executing CLI action: path \ register
2022-01-24 13:03:10.324244 ; PackageAction  ; Information ; Skipping OS Integration (OPENTAP_DEBUG_INSTALL environment variable is set).
2022-01-24 13:03:10.324244 ; CLI            ; Debug       ; CLI action returned exit code: 0 [5.24 ms]
